method,nh,np,rb,pc,pj,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
fastmultrec,50,50,1.0,1,1,20,80.0,4.0,0.0,0.125
insider_relax,50,50,1.0,1,1,20,80.0,4.0,0.0,0.041
lca,50,50,1.0,1,1,20,80.0,4.0,0.0,0.025
segdup,50,50,1.0,1,1,20,60,3,0,18.016
fastmultrec,50,50,1.0,1,1,20,60.0,3.0,0.0,0.072
insider_relax,50,50,1.0,1,1,20,60.0,3.0,0.0,0.025
lca,50,50,1.0,1,1,20,60.0,3.0,0.0,0.019
segdup,50,50,1.0,1,1,20,20,1,0,14.838
fastmultrec,50,50,1.0,1,1,20,20.0,1.0,0.0,0.060
insider_relax,50,50,1.0,1,1,20,20.0,1.0,0.0,0.017
lca,50,50,1.0,1,1,20,20.0,1.0,0.0,0.012
segdup,50,50,1.0,1,1,20,60,3,0,24.643
fastmultrec,50,50,1.0,1,1,20,60.0,3.0,0.0,0.122
insider_relax,50,50,1.0,1,1,20,60.0,3.0,0.0,0.043
lca,50,50,1.0,1,1,20,60.0,3.0,0.0,0.023
segdup,50,50,1.0,1,1,20,100,5,0,16.821
fastmultrec,50,50,1.0,1,1,20,100.0,5.0,0.0,0.123
